Kfg-4ICLBfY;None;Das Krokodil-Lied (Ei, was kommt denn da?) - Kinderlieder zum Mitsingen | Sing Kinderlieder;Sing mit mir - Kinderlieder;24;2017-11-02T17:43:28Z;Kinderlieder|Sing Kinderlieder|Sing mit mir Kinderlieder|Sing mit mir|Kinderlieder zum Mitsingen|Kinderlieder deutsch|Deutsche Kinderlieder|Kinderlieder mit Text|Kinderlieder Lyrics|Musik für Kinder|Klassische Kinderlieder|Volkslieder|Schlaflieder|Weihnachtslieder|Kinderreime|Kindergartenlieder|Spiellieder|Bewegungslieder|Kita Lieder|Children Songs|Nursery Rhymes|Lullabies|Krokodil-Lied|Krokodillied|Ei was kommt denn da|Krokodil aus Afrika;31612771;41360;21236;42;https://i.ytimg.com/vi/Kfg-4ICLBfY/hqdefault.jpg;False;False;False;Das Krokodil-Lied (Ei, was kommt denn da?) - Die Kinder fotografieren bunte Schmetterlinge, große Giraffen und lustige Affen! Ob das freche Krokodil auch auf\'s Foto kommt?\n App für iPhone: https://apple.co/2mxYpa0      App für Android: http://bit.ly/Sing-GooglePlay\n Kanal-Abo: http://bit.ly/SingKinderlieder-Abo  Web: https://www.singkinderlieder.de\n Playlist: http://bit.ly/SingKinderlieder-Playlist  Musik: http://bit.ly/singkinderlieder-musik\n\nSing Kinderlieder (www.singkinderlieder.de) - wunderschöne Lieder für Kleine & Große zum Mitsingen!\n\n\nLiedtext zu "Das Krokodil-Lied (Ei, was kommt denn da?)"\n\nEi, was kommt denn da? \nEi, was kommt denn da?\nEin Krokodil aus Afrika.\nEs sperrt sein Maul auf, \nes sperrt sein Maul auf\nund sagt: "Ich fress die Leni auf!"\nDoch die Leni, die sagt: "Nein! \nKrokodil, lass das sein, \ndenn sonst sperr\' ich Dich in eine Kiste ein!"\n\nEi, was kommt denn da?\nEi, was kommt denn da?\nEin Krokodil aus Afrika.\nEs sperrt sein Maul auf,\nes sperrt sein Maul auf\nund sagt: "Ich fress die Frida auf!"\nDoch die Frida, die sagt: "Nein!\nKrokodil, lass das sein,\ndenn sonst sperr\' ich Dich in eine Kiste ein!"\n\nEi, was kommt denn da?\nEi, was kommt denn da?\nEin Krokodil aus Afrika.\nEs sperrt sein Maul auf,\nes sperrt sein Maul auf\nund sagt: "Ich fress den Ben jetzt auf!"\nDoch der Ben, der sagt: "Nein!\nKrokodil, lass das sein, \ndenn sonst sperr\' ich Dich in eine Kiste ein!"\n\n Kostenloses Kanal-Abo hier: http://goo.gl/xq3pBr\n Playlist mit allen Videos hier: https://goo.gl/nmmGxM\n\nSchau Dir auch unsere Seiten auf Facebook und Google+ an:\n\nFacebook: https://www.facebook.com/SingKinderli...\nGoogle+: https://plus.google.com/+SingKinderli...
JmtVIWQhubA;None;Lego Superhero Change Super Power Using the Magic Color House;Toys Unlimited;1;2017-11-05T14:05:00Z;super|hero|superhero|super hero|avenger|avengers|ironman|captain|america|fun|funny|boy|boys|kid|kids|cartoon|surprise|surprises|heroes|batman|hulk|superman|sprinkles unlimited;28795010;62644;28697;None;https://i.ytimg.com/vi/JmtVIWQhubA/hqdefault.jpg;True;False;False;Lego Superhero Change Super Power Using the Magic Color House\n\n\nLike, comment, share!\n\nPlease SUBSCRIBE to our channel for support and that way you can find us faster and be the first to see all our future videos! \n\n\nDREAM BIG, WORK HARD KID! :)\n\n\nBACKGROUND MUSIC:\n\nWALLPAPER by Kevin MacLeod \nLicensed under Creative Commons: By Attribution 3.0\nhttp://creativecommons.org/licenses/by/3.0/
E7VPdpEV1m0;None;Miguel - Remember Me (Dúo) (From "Coco"/Official Video) ft. Natalia Lafourcade;DisneyMusicVEVO;10;2017-11-20T14:00:01Z;miguel remember me|miguel recuerdame|natalia lafourcade|remember me official video|recuerdame official video|disney pixar|coco|mama coco|miguel|hector|ernesto de la cruz|un poco loco|remember me music video|recuerdame music video|benjamin bratt|gael garcia bernal|marco antonio solis|Ana Ofelia Murguía|anthony gonzalez|carlos rivera|la bikina|karol sevilla|jorge blanco|mexican institute of sound|Banda|Sonora|Original;13265253;190476;4901;5720;https://i.ytimg.com/vi/E7VPdpEV1m0/hqdefault.jpg;False;False;False;Watch all Frozen 2 music videos featuring "Into the Unknown" here: https://disneymusic.co/Frozen2/Vevo?IQid=dmvevococo\n\n\n\nStream Disney•Pixar Coco on Disney+.\n\nDisney+ is the only place to stream your favorites from Disney, Pixar, Marvel, Star Wars, National Geographic and more. Access it all in the US, Canada and the Netherlands at https://disneymusic.co/JoinDisneyPlus?IQid=dmvevo\n\nWatch all Coco music videos here: http://disneymusic.co/coco/vevo?IQid=dmvevococo\n\nDownload/stream Coco soundtrack here: http://disneymusic.co/coco?IQid=dmvevococo\n\nSubscribe to DisneyMusicVEVO  for all the latest Disney music videos! https://disneymusic.co/disneymusicYT?IQid=dmvevococo\n\n\n\nThink you\'re the biggest Disney music expert among your family & friends? Test your knowledge with the #DisneyHitsChallenge here  http://disneymusic.co/disneyhitschallenge?IQid=dmvevomoana\n\nConnect with Disney Music:\nInstagram: https://instagram.com/disneymusic\nFacebook: https://facebook.com/disneymusic\nTwitter: https://twitter.com/disneymusic\n\nCoco Sheet Music:\n"Remember Me" http://mnot.es/2BbaaZj\n"Much Needed Advice" http://mnot.es/2jQ0Ksu\n"Everyone Knows Juanita" http://mnot.es/2iRjira\n"Un Poco Loco" http://mnot.es/2z270VX\n"The World Es Mi Familia" http://mnot.es/2C1ZgT8\n"La Llorona" http://mnot.es/2jOSPeP\n"Proud Corazón" http://mnot.es/2AJLvIx\n\n#Coco #DisneyPixar\n\nMusic video by Miguel performing Remember Me (Dúo). (C) 2017 Walt Disney Records/Pixar\n\nhttp://vevo.ly/rOlyIu
4vq5l1aITSA;None;My3 - Szkolna Sympatia;MyTrzyVEVO;10;2017-11-12T07:30:01Z;My3|Szkolna|Sympatia|Universal|Music|Pop;11667906;79211;9195;5993;https://i.ytimg.com/vi/4vq5l1aITSA/hqdefault.jpg;False;False;False;Singiel zespo³u My3 dostêpny w serwisach cyfrowych: https://UmusicPL.lnk.to/j6Pgj\nŒledŸ zespó³ na:\nFB: https://www.facebook.com/my3oficjalnie/\nInstagram: https://www.instagram.com/my3oficjalnie/\nTwitter: https://twitter.com/my3oficjalnie\nSnapchat: @my3oficjalnie\n\nMuzyka: Marcin Kindla, Lumali, Liko, Igor Nurczyñski\nS³owa: Hanna Ho³ek, Lumali, Liko Wodimah, Igor Nurczyñski\n\nProdukcja: Tako Media – www.takomedia.pl\nProdukcja wykonawcza: Film Image – www.filmimage.pl\nRe¿yseria: Jacek Koœciuszko\nChoreografia: Andrzej Starowicz\nAsystent choreografa: Daria Jasiñska\nTancerze: JDC Dance Studio: Maja Dziadowiec, Jakub Kasperek, Kinga Kolecka, Alicja Muniak, Anna Pomierska, Zuzanna Pomierska, Kacper Szyszkowski, Katarzyna W¹tor, Klara Weso³owska, Karolina Wójtowicz\nCharakteryzacja i fryzury: Katarzyna Demale, Olga Ziêba\nProducent muzyczny: Marcin Kindla / Kindla Music – www.kindlamusic.pl \nMix/Mastering: £ukasz Drozd / MAMAMUSICstudio \nProject management: Igor Nurczyñski\nKierownictwo artystyczne: Hanna Ho³ek\nContent management: Jan Jakub Smarczewski\nKierownictwo produkcji Tako Media: Anna Sambor\n\nTekst piosenki:\nZWR1\ndziewi¹ta \nwybije \nme serce mocniej bije \nw oddali s³yszê ju¿ ten g³os\n\nwci¹¿ czekam\na w d³oni \ntelefon znów nie dzwoni \n\nci¹gle mijamy siê, \nkiedy wybierzesz mnie ?\n\nREF:\nOooo \n-spojrzyj na mnie chocia¿ jeden raz \nOooo\n-polecimy razem a¿ do gwiazd\n\nZWR2\ntak bardzo \nCiê lubiê\nczasami a¿ siê gubiê \ni nie wiem w któr¹ stronê iœæ\n\nwci¹¿ czekam \nna snapie \na¿ Twoje zdjêcie z³apie \n\nci¹gle mijamy siê\nkiedy wybierzesz mnie ?\n\nREF:\nOooo \n-spojrzyj na mnie chocia¿ jeden raz \nOooo\n-polecimy razem a¿ do gwiazd\n\nhej, hej ! hej! \nhej, hej ! hej! \nci¹gle mijamy siê\nkiedy wybierzesz mnie ?\n\nREF:\nOooo \n-spojrzyj na mnie chocia¿ jeden raz \nOooo\n-polecimy razem a¿ do gwiazd 2x\n\nMusic video by My3 performing Szkolna Sympatia. (C) 2017 Tako Media, under exclusive license to Universal Music Polska
QGKEr90CdLg;None;ShowMAX Canl Yayn;Show TV;1;2017-11-09T09:49:29Z;Canl|Yayn|ShowMAX|internet tv|showmax online|showmax.com;6853783;11105;1172;0;https://i.ytimg.com/vi/QGKEr90CdLg/hqdefault_live.jpg;False;False;False;Türkiye'den zleyenler çin   http://showmax.com.tr/canliyayin\nShow TV Youtube Kanalna Abone Ol  http://showtv.tv/AGqcyj
Jhkg8XUShW8;None;Erste Sehnsucht 1984 Deutsch Ganzer Film;Brandon Kiel;22;2017-11-10T11:58:35Z;;6663171;4428;2144;318;https://i.ytimg.com/vi/Jhkg8XUShW8/hqdefault.jpg;False;False;False;
gdjR2lvIfJ4;None;The Greatest Showman Cast - Rewrite The Stars (Official Audio);Atlantic Records;10;2017-11-17T05:09:56Z;music|official|music video|zac efron|zendaya|soundtrack|movie|greatest showman|the greatest showman|fox|atlantic records|The Greatest Showman Cast - Rewrite The Stars (Official Audio)|The Greatest Showman Cast - Rewrite The Stars|the greatest showman - rewrite the stars|greatest showman rewrite the stars|rewrite the stars greatest showman|rewrite the stars|the greatest showman soundtrack|the greatest showman cast|greatest|showman|rewrite|the|stars;87005009;366088;12202;12689;https://i.ytimg.com/vi/gdjR2lvIfJ4/hqdefault.jpg;False;False;False;The Greatest Showman Cast - Rewrite The Stars (Official Audio)\n\n'The Greatest Showman Soundtrack' available now:\nDownload/Stream - https://atlantic.lnk.to/TheGreatestShowmanID\n \nSubscribe for more official content from Atlantic Records:\nhttps://Atlantic.lnk.to/subscribe\n\nFollow The Greatest Showman\nhttps://twitter.com/GreatestShowman\nhttps://facebook.com/GreatestShowman\nhttps://instagram.com/greatestshowman\n\nFollow Atlantic Records\nhttps://facebook.com/atlanticrecords\nhttps://instagram.com/atlanticrecords\nhttps://twitter.com/AtlanticRecords\nhttp://atlanticrecords.com \n\nThe official Atlantic Records YouTube Channel is home to the hottest in hip-hop, rock, pop, R&B, indie, musicals and soundtracks. With over 70 years of global recorded music history, Atlantic Records’ legacy and passion for artistry continues with Top 40 hitmakers like Wiz Khalifa, Sean Paul, Trey Songz, Bruno Mars, Charlie Puth, Janelle Monáe, and B.o.B. \n\nAtlantic Records prides itself for working on Motion Picture Soundtracks, such as “The Greatest Showman”, “Suicide Squad” and “The Fate of the Furious.” As well as Musical Soundtracks including “Dear Evan Hansen,” and Grammy and Tony Award Winning “Hamilton”.\n \nIt is home to world-renowned record labels representing music from every genre, including Asylum, Big Beat, Canvasback, Elektra, Fueled By Ramen, Rhino, Roadrunner, and Sire.\n \nSubscribe for the latest official music videos, official audio videos, performances, bts and more from our artists and projects.\nhttps://Atlantic.lnk.to/subscribe\n\n#TheGreatestShowmanCast #RewriteTheStars #Atlantic #AtlanticRecords #OfficialAudio\n\nSing Along At Home with Your Favorite The Greatest Showman Soundtracks  https://bit.ly/AtlanticSing\nBest Sing Along Songs at Home from Atlantic Records  https://bit.ly/AtlanticSingAlong\nHome Workout Music from Atlantic Records  https://bit.ly/AtlanticWorkOut\nRomantic Music To Listen To At Home from Atlantic Records  https://bit.ly/AtlanticRomantic\nWork From Home Music from Atlantic Records  https://bit.ly/AtlanticWork
bQSRvh4eOUk;None;Opendoor - Streamlining the Process of Selling Your Home;Opendoor;22;2017-11-07T22:35:01Z;real estate|home selling|sell my home|sell your home|sell your home fast|sell my home fast|home selling tips|home selling process|phoenix|arizona|sell my home online;4486383;3;10;None;https://i.ytimg.com/vi/bQSRvh4eOUk/hqdefault.jpg;True;False;False;With Opendoor, you can sell your home without listing, showings, and months of stress - start the process by requesting an offer at https://www.opendoor.com. You have complete flexibility and control of your moving timeline. And you close with certainty - no contingencies or fall-through risk so you can focus on your next home. "Selling our home could not have been easier", Meredith from Phoenix said.
louoxiUMBc0;None;Post Malone - Rockstar (Lyrics) ft. 21 Savage;SyrebralVibes;10;2017-11-08T21:31:13Z;syrebralvibes|syrebral vibes|electronic|dance|music|EDM|future bass|indie|pop|mix|best|trap|melodic|vocals|house|songs|musica|lyrics|lyric videos|spotify|new|Post Malone - Rockstar (Lyrics) ft. 21 Savage|post malone|post|malone|post malone rockstar|post malone rockstar 21 savage|post malone rockstar lyrics|rockstar lyrics|lyrics rockstar|lyrics rockstar post malone|post malone rockstar official|21 savage|post malone 21 savage|21 savage rockstar|rockstar;61631727;487578;18379;18772;https://i.ytimg.com/vi/louoxiUMBc0/hqdefault.jpg;False;False;False;» Download Post Malone - Rockstar (Lyrics) ft. 21 Savage:\n Spotify Playlist: http://spotify.syrebralvibes.com\n Instagram: https://www.instagram.com/syrevibes\n\n» Support SyrebralVibes:\nhttps://open.spotify.com/user/syrebralvibes\nhttps://www.facebook.com/SyrebralsVibes\nhttps://twitter.com/SyrebralVibes\n\n» Post Malone:\nhttps://twitter.com/postmalone\nhttps://instagram.com/postmalone\nhttps://facebook.com/postmalone\n\n» 21 Savage:\nhttps://soundcloud.com/21savage\nhttps://twitter.com/21savage\nhttps://www.facebook.com/21Savage/\n\n My Gear:\nHeadphones (Low/High-End) - https://amzn.to/2yBZSS5 / https://amzn.to/2yNwUhU\nSpeakers (Low/High-End) - https://amzn.to/2K37p1q / https://amzn.to/2N6xtX9\n\n» Subscribe to UniqueVibes:\nhttps://www.youtube.com/channel/UCn7Z0uhzGS1KjnO-sWml_dw\n\n» Wallpaper - unsplash.com\n\nSubmission Form: http://goo.gl/forms/fcFkjgFKmpzy59GH2\nBuisness Inquires: erik@syrebralvibes.com
f0vs8J_hex0;None;SHADE - IRRAGGIUNGIBILE feat. FEDERICA CARTA (Official Video);Warner Music Italy;10;2017-11-20T13:00:01Z;2017|shade|bene ma non benissimo|warner music italy|official video|video ufficiale|videoclip|ultimo singolo|ultimo album|shade freestyle|freestyle|se i rapper|extrabeat|rap italiano|rap|hip-hop;120119533;769889;32591;28920;https://i.ytimg.com/vi/f0vs8J_hex0/hqdefault.jpg;False;False;False;SHADE - IRRAGGIUNGIBILE feat. FEDERICA \nAscoltalo su Spotify: http://spoti.fi/2B5aSnV\n\nIdeato e diretto da Cristofer Stuppiello e Vito Ventura\n\nAssistant Director: Piersante di Biase\nAssistant: Emiliano Vaccariello\nDOP: Gianluca Oliva\nAssistant DOP: Gabriele Villa\nRiprese e montaggio: Nicholas Baldini e Federico Santaiti\nColor  correction: Federico Santaiti e Nicholas Baldini\nVfx: Federico Santaiti \nMake Up & Stylist: Angela Mandaglio\nSet Designer: Alessandra Coratella\nCasting: SQ KIDS\nCadillac 62 Series Coupé E. Carpenter 1959: vallistore.com \nExecutive Production: MAGARI TOO SRLS\nProduction Manager: Piersante di Biase\nSi ringrazia: Cross Studio, All America Diner, Rock On The Road, Lariul costumeria a noleggio, Movie Chrome\n\nProd. by JARO and Salento Guys\nVox recording: Icaro Tealdi\nMix e mastering: Gigi Barocco @Studio104, Milan\n\nSi ringraziano Leonardo Decarli e Ludovica Bizzaglia.
